;Entity A;Entity B;Label
3587;4208;C1856797;0
6448;22891;C0006142;1
3262;3784;C0279702;0
5673;8243;C0023487;1
1476;1832;C4721508;1
1005;1284;C4551998;1
2621;3458;C1527231;1
5166;7043;C2697932;1
5131;7037;C0079770;1
3446;4609;C2751306;1
7231;79796;C3808184;0
5547;7516;C0006142;1
3772;5002;C0001973;1
3293;4318;C2751322;1
2928;3814;C1708349;1
754;145873;C0752123;0
6953;51750;C4721952;1
1345;1718;C1510586;1
385;488;C0036341;1
1627;2052;C0024117;1
7126;7852;C0028754;0
3756;4437;C0036341;0
6559;23426;C4551480;1
1758;2122;C1140680;1
359;471;C0029456;1
3019;355;C0011854;0
5413;7341;C0008924;1
5718;8314;C0030421;1
5973;9469;C0013366;1
3187;4214;C0006142;1
5019;6905;C4316787;1
919;158326;C0002395;0
5301;7157;C0345967;1
6405;6792;C0751122;0
957;1201;C1834207;1
2964;3845;C3463824;1
6356;10815;C1956097;1
8133;378884;C0751781;1
285;10715;C3551915;0
2048;2492;C3494162;1
6113;9969;C1263846;1
979;1641;C0022521;0
2246;2664;C3489724;0
6850;728294;C0001973;0
3657;4851;C0345050;1
443;1146;C4693472;0
4525;6138;C3809888;1
1866;2332;C0410203;0
3029;3952;C0010346;1
6380;6774;C0376329;0
6029;9719;C0432272;1
3694;4318;C1861172;0
6252;10452;C0152013;1
6352;675;C1708349;0
6142;10019;C3463824;1
5330;7169;C0265261;1
4000;473;C0006142;0
4926;6774;C0010346;1
5930;9227;C1837873;1
6465;22995;C1858516;1
6126;6556;C0024796;0
224;291;C0949658;1
8128;9860;C0236175;0
1164;1836;C0152423;0
5565;5921;C0041409;0
414;547;C3280168;1
5571;5922;C0023467;0
1326;201163;C1708349;0
4746;6529;C0543859;1
4103;4853;C3837958;0
6168;659;C2931891;0
1410;2065;C0152426;0
5243;57055;C0001973;0
2984;3482;C0751781;0
1977;2299;C0271829;1
6585;23479;C1850718;1
156;207;C2713442;1
7659;81620;C0152423;1
361;11154;C0393702;0
4368;5880;C0349639;1
4540;5245;C0152423;0
2519;3248;C0376358;1
4069;5375;C0036341;1
1207;1893;C0752125;0
2031;2353;C0087031;1
7311;80207;C0009402;0
2883;3757;C1142166;1
6227;10370;C3280783;1
2756;3162;C1835817;0
3538;4720;C0023264;1
2226;2737;C0238198;1
7466;64419;C3645536;1
3731;440193;C0345904;0
7295;80184;C0027819;0
7450;64241;C1969115;1
6716;27019;C4317124;1
4417;5158;C1859049;0
3453;4000;C1563706;0
1865;2200;C1869114;1
5405;5781;C1850600;0
1923;2260;C2931196;1
4124;4868;C0011860;0
5113;7020;C4551702;1
672;137392;C0008924;0
7415;8214;C0345904;0
3697;4869;C0152013;1
3490;4038;C0009324;0
6838;50945;C0008924;1
7906;9152;C0376358;0
2615;3458;C0038325;1
7735;84466;C0036341;1
8176;729920;C1836373;1
6058;9817;C0008312;1
3753;4948;C0268497;1
1622;2184;C0036341;0
7812;8913;C1855115;0
5005;55605;C0235833;0
1008;1286;C0403440;1
3766;4982;C0029456;1
2770;3586;C3837958;1
5929;63976;C0023264;0
5449;7403;C0005684;1
7532;79641;C1510586;1
6568;23474;C0023264;1
1318;1639;C1862941;1
6026;9719;C0025237;1
8143;9915;C0025237;0
2984;3857;C2936837;1
6998;54567;C2931779;1
8086;340419;C0008924;1
3410;4594;C0028754;1
6120;6532;C4310809;0
991;1281;C0038454;1
7174;55733;C3179349;1
937;1591;C4721509;0
7607;84665;C0023467;0
893;1548;C2239176;0
1135;1441;C0023467;1
4122;5444;C0524620;1
4818;5468;C0268251;0
653;775;C0036341;1
522;641;C0023467;1
3896;4627;C0008924;0
7776;8803;C0002874;0
3755;4953;C0009402;1
6470;23028;C0007131;1
7569;84314;C2700553;0
7856;117155;C2751811;1
2872;338;C1961102;0
1844;23189;C1621958;0
2977;3481;C3280240;0
5508;7476;C1140680;1
2476;3161;C0023473;1
6686;26160;C0238198;1
1413;2067;C3887949;0
6463;6899;C0265534;0
5669;8242;C0004352;1
5876;6335;C2713442;0
863;1028;C0036341;1
6308;6716;C2931779;0
3329;3845;C0152423;0
2212;2729;C0036341;1
4856;54796;C0398788;0
1012;1287;C4707243;1
7995;94;C0011860;0
7716;84282;C3150928;1
2199;2717;C0026654;1
7975;158326;C0030044;1
5164;7043;C1836635;1
4617;6324;C1142166;1
244;324;C0751291;1
7380;81608;C0009402;0
312;356;C1846545;1
7739;8701;C0022650;0
6583;23476;C2751306;1
2553;2898;C0152013;0
7023;7516;C0149925;0
7364;811;C0028754;0
173;10370;C1850600;0
2141;2668;C0020179;1
1352;2033;C0276496;0
6903;51428;C0023473;1
6856;51082;C0242387;1
2903;3778;C0279702;1
6922;51604;C3809369;1
4545;6224;C1112155;1
5830;8803;C1850600;1
1957;2353;C3889474;0
1260;1950;C0279702;0
4640;5328;C1449842;0
2432;2774;C0149931;0
3634;4286;C0476089;0
3864;5158;C0035334;1
2179;2693;C0001973;1
5717;60529;C4310769;0
3099;3586;C0751884;0
3098;4043;C3809482;1
3083;4023;C0036341;1
4050;4803;C0004352;0
227;10555;C0038454;0
5293;5728;C4551479;0
8185;9993;C0175704;0
7903;915;C3809299;0
4862;6655;C0587248;1
920;158326;C2931832;0
474;118429;C0026654;0
5657;5978;C0006142;0
5440;580;C0042170;0
1972;23607;C0028754;0
2236;2752;C0028754;1
5042;6928;C1833104;1
2808;3248;C0751883;0
2727;3569;C0011854;1
873;1050;C2239176;1
1348;1719;C0006142;1
4785;5447;C0238463;0
5075;55780;C1842852;0
167;210;C0376358;1
858;151;C4552070;0
4401;5156;C2675897;0
5669;60;C0038454;0
1832;2316;C0010278;0
5700;6041;C0035334;0
6231;10381;C1140680;1
3599;4780;C0007131;1
8016;9464;C0006142;0
2196;2707;C0079153;1
7821;8915;C1112155;0
5261;7133;C0011860;1
1230;1545;C0006142;1
939;1184;C0733682;1
3949;471;C0948008;0
3872;4613;C0036341;0
3052;3977;C0376358;1
7406;8195;C0031511;0
7323;80347;C0004352;0
2903;3418;C0004352;0
7178;79600;C1708349;0
2431;2774;C2239176;0
6635;7054;C3501844;0
376;472;C4722327;1
3934;4695;C1840560;0
5373;57609;C1858361;0
5420;5795;C0476089;0
7346;8085;C0752120;0
4345;5800;C0345904;1
5381;5770;C1720956;0
1117;1409;C3888098;1
488;596;C0036391;1
2337;2705;C0009402;0
6409;11200;C4721532;1
4035;5328;C1800706;1
4157;5521;C0752120;1
6490;6928;C1848213;0
8102;9759;C3536797;0
156;1030;C0006142;0
4835;547;C0007131;0
3369;3875;C0279702;0
3655;4851;C0279626;1
7922;140032;C1839071;1
164;208;C2931822;1
1829;2316;C4721509;0
6695;26249;C1449843;1
2979;3481;C0026654;0
6621;25778;C0521619;1
2813;3654;C0003873;1
1682;2253;C1876203;0
612;710;C0019243;1
1750;2110;C1856405;1
2569;3339;C0013366;1
4566;6261;C0410203;1
2029;2348;C1140680;1
3133;4091;C4551902;1
6704;26511;C0023467;1
4399;5156;C0004114;0
189;240;C0003873;1
2864;3356;C0152426;0
3538;412;C0796117;0
2481;3162;C0024117;1
4153;5500;C0587248;1
521;640;C3150618;1
6626;25792;C0376358;1
2074;2558;C0001973;1
5591;593;C4551804;0
3531;4099;C0751884;0
2760;3586;C0004352;1
6794;29925;C0410174;1
1286;1956;C0004352;0
2138;2592;C4551902;0
1729;2100;C0004114;1
7916;138050;C0086650;1
1928;2261;C0152423;1
5290;5728;C0006142;0
7689;83879;C4722327;1
750;145226;C1621920;0
6995;54551;C0004352;1
3579;4758;C0751779;1
46;60;C2239176;1
7542;79718;C0345967;1
5003;6875;C4014449;1
6950;51750;C3808802;1
1954;23522;C0029456;0
7968;152137;C1843895;1
352;11093;C3536797;0
6475;23043;C0036341;1
2127;2645;C2931832;1
1712;2099;C0004114;1
4596;6311;C0752120;1
1647;2200;C1449563;0
3730;440193;C0025149;0
6814;7248;C0028326;0
1791;23040;C4539811;0
8125;9839;C0268621;0
646;773;C0752121;1
6789;718;C2239176;0
2447;2778;C1837187;0
4783;6591;C0079661;1
2128;2645;C2931833;1
3072;3569;C1834207;0
1376;1750;C2931019;1
756;871;C0729264;1
6493;6928;C3806711;0
3184;4208;C1510586;1
3597;4774;C4478940;1
5601;7941;C0020523;1
6646;7084;C0345967;0
4026;5327;C1861172;1
6524;23322;C0431399;1
4717;6506;C0543859;1
6797;29954;C0410174;1
840;1499;C0023264;0
1284;1605;C4284790;1
429;580;C1333990;1
1401;1778;C0238463;1
1457;2077;C0003873;0
4380;5144;C0002895;0
5112;7020;C1970479;1
7267;79944;C1850600;0
6286;6690;C1720860;0
1644;2053;C1510586;1
7713;8643;C0026654;0
110;1026;C1841651;0
2369;2717;C4310714;0
2285;2673;C0476089;0
338;1105;C0393598;0
6980;54463;C2751092;1
2205;2720;C0036391;1
4711;540;C0005684;0
2115;25778;C0004352;0
1766;22948;C0011860;0
7238;79796;C0029459;0
4780;5445;C0013364;0
7962;149233;C0010346;1
6673;26090;C0035334;1
7604;79983;C0085215;1
1050;1759;C1260899;0
1994;2316;C1868720;1
4644;6337;C0010674;1
5828;8803;C1850597;1
8045;958;C0345967;0
3155;3663;C2239176;0
5595;7862;C0376358;1
2142;2668;C0036341;1
1587;2157;C0013366;0
289;10734;C0343073;0
5575;5925;C0027708;0
6539;23395;C0036341;1
7339;57817;C0002875;1
3384;4524;C3160733;1
527;124590;C0024141;0
4953;55163;C0345904;0
2575;2908;C0009324;0
3748;4929;C0009402;1
5243;7124;C0276496;1
5492;7453;C3501843;1
7563;79731;C2931891;1
4800;54538;C0002395;0
1534;213;C1835614;0
6892;51259;C3714506;1
2444;2778;C2751544;0
1466;208;C2931082;0
1989;238;C1837154;0
5733;6103;C0042487;0
7082;55112;C0024507;1
1562;2146;C2700553;0
4853;6654;C0175704;1
5141;5604;C0004352;0
7227;56603;C0279626;1
6209;6611;C3278156;0
5406;5781;C0345905;0
3077;3569;C0023487;0
6411;11216;C0264886;1
999;1282;C1858991;1
644;773;C0206368;1
3419;3952;C1846010;0
374;11200;C0023467;0
5659;8216;C0587248;1
7070;54982;C0751781;1
3079;3569;C0270724;0
2972;3852;C0406811;1
7255;57104;C1449563;1
3970;472;C0010481;0
889;1545;C1800706;0
3059;356;C0026764;0
6889;735;C0006142;0
2298;2690;C0009402;0
5880;6335;C0029456;0
4492;6017;C0035334;1
4240;5054;C4551630;0
8180;999;C0028754;0
6205;6608;C0751434;0
1213;1509;C1864670;1
1477;2099;C1609433;0
7072;773;C4011754;0
5517;7490;C0006142;1
3718;4353;C0035334;0
898;1107;C0376358;1
246;324;C1621958;1
291;10735;C0023487;0
4309;51082;C0476089;0
8044;254065;C0796250;1
6223;6628;C0432272;0
4440;51651;C0038454;0
8052;255928;C0752124;1
5024;55670;C0279626;0
3656;4851;C0334634;1
5714;60506;C0349639;0
3356;3861;C0393591;0
4747;6530;C0001973;1
3733;4914;C0027819;1
7329;8036;C2931822;0
5238;7124;C0029458;1
4859;54805;C3501891;0
6031;9719;C4551479;1
3621;4261;C0032914;0
5368;7249;C0004352;1
1223;1535;C1844376;1
5427;7372;C0005283;1
7249;79827;C3551173;0
7038;54880;C0027708;1
8066;284058;C1860789;1
1566;1956;C1140680;1
7767;84942;C4551772;1
1454;2074;C1263846;0
2884;3759;C1631597;1
3367;3875;C0027122;0
4885;54880;C0003873;0
6700;26281;C3810359;1
4610;5309;C0543859;0
927;1588;C0796160;0
1201;1892;C0751748;0
2855;3717;C0010346;1
7121;55280;C0752120;1
671;783;C2748542;1
7340;57817;C0005283;1
7117;55252;C0005684;1
3356;4524;C0001973;1
1654;2202;C3280168;0
6413;11235;C1864040;1
6117;9990;C0795950;1
2816;3659;C0023467;1
5158;7040;C2239176;1
186;10413;C0279626;0
4128;5445;C0745103;1
426;1140;C0026010;0
184;10413;C0587248;0
4528;5243;C0023467;0
4325;51098;C0152423;0
1474;2099;C3714506;0
2010;240;C0006142;0
3002;3490;C1850597;0
1825;2316;C1832950;0
506;617;C1850598;1
3352;4513;C0027819;1
5097;7018;C0001973;1
992;1281;C0238288;1
866;1028;C1856184;1
1417;1786;C0751291;1
7289;80169;C0007131;0
7542;841;C0009081;0
3183;368;C2239176;0
3897;5190;C0043459;1
4044;5336;C0276496;1
1818;23152;C0029456;0
5636;8091;C0796160;1
1283;1956;C0025149;0
3291;3815;C0042487;0
876;1535;C0268623;0
7535;83990;C3810212;0
6025;6497;C4551479;0
6240;10397;C0345904;1
1638;2052;C1961102;1
5713;60495;C0276496;0
351;11093;C1850597;0
392;11235;C3550234;0
4075;4846;C0751036;0
7151;790;C0220704;0
4825;6616;C0751883;1
4428;5160;C0006142;0
2098;2584;C0268151;1
1916;2260;C0036341;1
2542;3265;C4011754;1
1001;169792;C1832600;0
3125;4089;C0345905;1
5347;7200;C0027404;1
536;650;C4693481;1
3117;4088;C0087031;1
910;1123;C0994516;1
3373;39;C0035334;0
3814;5080;C0011860;1
2073;2548;C0035334;0
1868;2201;C4707243;1
1032;1742;C0001973;0
2370;27185;C0023467;0
2465;2784;C2750887;0
6028;6497;C1708349;0
3271;4313;C0029463;1
6998;7486;C4310721;0
3191;3691;C0011860;0
6255;10459;C0265219;1
313;359;C0162283;1
2970;3848;C2936837;1
36;58;C2750537;1
5489;7450;C1282974;1
7781;85478;C3809701;1
997;1282;C0149931;1
6885;51204;C1850600;1
8;19;C0745103;1
2888;341640;C0006142;0
5408;7299;C0036341;1
6910;7372;C0029456;0
4755;6532;C0036341;1
7963;931;C0334082;0
2879;34;C0700053;0
3487;4036;C0004352;0
7922;9180;C0279702;0
755;867;C3463824;1
4692;6455;C0023467;1
7463;8289;C0009324;0
2748;3569;C1858558;1
4659;6347;C0152426;1
364;11178;C0238463;0
3389;4534;C1834558;1
5118;7036;C0002875;1
5786;6237;C0003873;0
3974;4722;C1708349;0
6266;10516;C0376358;1
5209;56603;C1850792;0
5937;9276;C0264080;1
4123;5444;C0543859;1
5625;8048;C0152013;1
6097;9935;C1623209;1
4381;5889;C0015625;1
7228;56616;C0020179;1
4777;5445;C3553656;0
6397;11200;C0009402;1
304;10765;C0376358;0
1313;200403;C0036920;0
5997;9570;C0751781;1
1282;1605;C0457133;1
3000;3908;C0036341;1
5313;5741;C0032897;0
6167;659;C1843181;0
2425;3082;C2239176;1
3990;4728;C0265357;0
975;1639;C1609433;0
378;11200;C2239176;0
861;1027;C4722327;1
4519;5243;C0796012;0
6052;9786;C0024507;1
5946;64135;C0079301;0
4476;5993;C1859536;1
4611;6323;C1510586;1
3071;4000;C1720861;1
8144;402381;C0085215;1
4117;5444;C0003873;1
4561;6237;C3501846;1
6026;6497;C0279702;0
5001;55572;C2751811;0
1418;1786;C1708349;1
2955;348;C3806711;0
3428;396;C0038454;0
2883;340419;C0279702;0
870;153241;C1876165;0
2988;3861;C0022283;1
1387;1758;C3809104;1
31;10019;C2931833;0
2036;2475;C0006142;1
2275;2784;C1848172;1
4723;54205;C1850600;0
7310;57539;C0010278;1
1026;1297;C0013366;1
5586;5925;C4707243;0
7013;7512;C0009402;0
3516;4089;C0345967;0
1193;1499;C0206686;1
752;867;C0010417;1
4114;5443;C0751122;1
3980;5293;C0376358;1
6840;7280;C0268281;0
6665;71;C4722330;0
2896;3777;C0038454;1
1320;1641;C0265219;1
4109;4854;C0152013;0
2758;3586;C0001973;1
8111;9817;C3501846;0
2482;3162;C0028754;1
5110;55906;C1850597;0
6371;10939;C0752121;1
5228;7124;C0006142;1
5916;9180;C0345967;1
7988;164045;C0085215;1
7444;8284;C0036341;0
7302;80184;C0001973;0
1542;2138;C0752123;0
6953;7431;C3501844;0
1553;2146;C1168401;0
1182;1861;C0026654;0
3170;4163;C0032580;1
3052;3559;C0279702;0
5467;7424;C4747769;1
3484;4647;C1568248;1
7957;93;C0020514;0
1285;1610;C0004352;1
1536;1950;C0001973;1
5248;7124;C1862941;1
2202;26227;C4015424;0
4236;5053;C3837958;0
2043;2475;C2239176;1
5095;7015;C4721509;1
7342;80821;C0700053;0
5262;7133;C0028754;1
5339;57492;C1848640;0
3528;4093;C3151058;0
4346;51204;C1263846;0
8042;253017;C0340485;1
3593;4208;C1862941;0
7834;112609;C0032897;1
724;847;C4721845;1
4349;5824;C4721541;1
1227;1909;C0265535;0
2147;2668;C1868675;1
2742;3569;C0345967;1
8140;9896;C3280168;0
1657;220296;C0006142;0
3728;440;C0004352;0
7676;83483;C2239176;1
5551;7516;C4310651;1
1499;1892;C0001973;1
4709;6497;C0265227;1
6384;11093;C1956258;1
5232;56945;C0036069;0
51;71;C0029456;1
1328;201163;C0006142;0
4810;6598;C1836326;1
5424;7358;C0345904;1
2490;3162;C1112486;1
6145;10020;C1096902;1
7952;9289;C0029459;0
2834;3679;C1263858;1
1983;2308;C0376358;1
7828;93986;C0004352;1
4215;5604;C4551484;1
7397;81794;C1843181;0
1106;1806;C0009405;0
6018;9702;C3279843;1
6296;6712;C4539824;0
4427;5160;C1835614;0
3144;3651;C0079770;0
3374;39;C0376358;0
4942;6774;C4048328;1
5960;9409;C0043459;1
7437;8242;C0005684;0
310;356;C0376358;1
4548;6224;C2936783;1
6807;30008;C0376358;1
6422;6833;C4551484;0
7621;80184;C1970161;1
7424;8216;C0006142;0
5271;57231;C0036341;0
4850;54790;C0006142;0
2209;2720;C3541456;1
5905;9131;C0011854;1
7789;89891;C0036069;1
7951;9289;C0276496;0
1147;1471;C1862939;1
1966;23569;C0009081;0
6219;6622;C0005684;0
195;240;C1140680;1
3146;4128;C0001973;1
7853;8943;C0917800;0
5622;8036;C1527404;1
7602;84634;C0030044;0
3660;4851;C2931779;1
488;1200;C1850600;0
3627;4282;C0752123;0
2123;258;C0005396;0
2175;26047;C0026654;0
2260;2778;C1449843;1
4515;5241;C0085298;0
1779;2299;C0376358;0
4217;5034;C1834558;0
141;207;C0007131;1
8177;999;C0003873;0
7579;79813;C0751291;1
5499;5879;C1319466;0
3275;3791;C0152013;0
5390;7280;C0087031;1
7283;57231;C0752125;1
7648;80821;C1510586;1
7680;83605;C2919945;1
795;931;C3150740;1
435;581;C0376358;1
5687;8289;C0206698;1
2853;3710;C3837958;1
113;182;C0026654;1
3445;4609;C2239176;1
4381;5147;C0238198;0
2373;27185;C0006142;0
1597;2018;C0036341;1
760;875;C0024796;1
7052;7547;C4707243;0
2356;2911;C1263846;1
4807;54567;C1835493;0
6010;9663;C0085576;1
5397;7291;C0220658;1
1088;1789;C0276496;0
8131;375790;C1850792;1
1333;2018;C1708349;0
2010;2322;C0023487;1
4235;5621;C1708349;1
784;916;C2700553;1
7154;79001;C0376358;0
6388;6786;C0342384;0
715;140628;C2700553;0
6977;54463;C0020072;1
3203;3717;C1096902;0
2910;3785;C0270851;1
4364;5836;C2239176;1
4221;5034;C1850598;0
6645;7080;C1708349;0
7432;8220;C0276496;0
108;175;C0036341;1
5684;8289;C0027708;1
5297;7157;C0279628;1
1133;182;C4551509;0
161;10319;C0376358;0
3053;3977;C2239176;1
1706;2263;C1961102;0
6670;712;C1862939;0
418;554;C0162283;1
5558;5915;C0027819;0
5377;7253;C4722330;1
4622;6327;C2748542;1
3015;355;C0279702;0
3530;4714;C1838979;1
6107;9968;C0206686;1
2223;2736;C3179349;1
1219;1906;C4552100;0
6154;658;C3536984;0
6355;6768;C0340803;0
1597;217;C0024141;0
2445;3115;C4048328;1
5174;7048;C0238198;1
6433;22808;C0587248;1
3703;4322;C0011860;0
5558;7518;C1333990;1
8143;401474;C0917800;1
7305;57502;C1845334;1
147;207;C0032580;1
3557;4148;C0268128;0
205;242;C1140680;1
5047;6934;C0036341;1
469;1184;C0175704;0
3986;4724;C2748542;0
7915;916;C4551952;0
7347;57822;C0008924;1
466;595;C0036341;1
8113;9817;C4015050;0
8134;388552;C0036341;1
2773;3588;C0009324;1
4155;5500;C1843181;1
4520;6135;C0376358;1
8017;9469;C1868569;0
5479;5832;C1449563;0
4883;6678;C0009402;1
2099;2562;C1708349;0
2676;3077;C0009324;0
3977;4722;C0008924;0
862;1028;C0027708;1
139;203;C0334634;1
1387;2056;C0009405;0
1979;2303;C0039685;1
2295;2690;C0036920;0
625;721;C0004352;1
588;1294;C0206698;0
1977;23676;C3541456;0
1763;2131;C0029463;1
2448;2778;C0009402;0
5578;5925;C1956258;0
768;894;C0036341;1
3050;3559;C0001973;0
6948;7430;C1708349;0
3293;3815;C2239176;0
3115;4081;C0266470;1
541;1277;C0028326;0
2803;3242;C4551720;0
4480;6010;C0035334;1
4364;51300;C1855794;0
5800;8671;C0152013;1
1416;1786;C0376358;1
6735;27077;C3714506;1
693;841;C0007131;1
4804;54551;C1704417;0
7831;8929;C3275495;0
7784;89780;C0019569;1
2338;2903;C0004352;1
79;10155;C0003873;0
8013;200403;C0752122;1
933;1589;C0276496;0
8001;9409;C0752122;0
1984;2312;C0079584;1
707;845;C0340485;1
2417;3082;C0004114;1
8004;171023;C0349639;1
7515;83605;C1862941;0
6969;7450;C1848561;0
118;182;C4707243;1
915;1137;C0001973;1
503;120892;C1864205;0
4019;4763;C4721532;0
7743;84662;C1969092;1
1730;22808;C0036341;0
1215;1512;C0011854;1
6544;23400;C0751383;1
1676;2253;C3536797;0
2842;3691;C0007131;1
1308;1636;C0032914;1
7992;93986;C3463824;0
2052;2516;C0752122;0
4006;4747;C1510586;0
2571;29072;C1708349;0
1081;1356;C0011854;1
6946;51741;C0752124;1
1494;2100;C0751883;0
4003;5310;C0085413;1
7039;7535;C0008312;0
4740;6528;C0376358;1
5923;63924;C0010278;0
2776;3192;C1510586;0
5374;57670;C0004352;0
2692;308;C0006142;0
6684;26160;C0024507;1
434;581;C0276496;1
7565;79738;C2936862;1
7658;81608;C0206141;1
5002;55572;C4722327;0
7401;60506;C1850362;1
6136;10019;C0023467;1
7826;93426;C4310782;1
3681;4313;C3501846;0
2086;2558;C1168401;0
4056;5350;C3151265;1
7998;169792;C3837958;1
7638;80704;C0023264;1
5821;8802;C1708349;1
4432;5925;C0036920;1
7077;773;C0009324;0
324;368;C1867450;1
3178;4193;C0376358;1
7351;8085;C0036341;0
4071;5376;C0270912;1
7628;84818;C0175704;0
864;1028;C0175693;1
4323;51098;C0279626;0
3199;4233;C0279702;1
1414;1786;C0025149;1
4696;53904;C0001973;0
2033;2353;C1862941;1
4394;5894;C0345967;1
5391;7280;C0376329;1
2936;3458;C0751383;0
7580;8443;C0265534;0
5510;7476;C1862941;1
7015;7515;C0079153;0
4487;5191;C1855079;0
1869;2202;C0006142;1
1154;1832;C0036341;0
3140;4093;C4552070;1
1372;1742;C0175702;1
2391;2729;C2239176;0
3178;3679;C0887850;0
230;10555;C0006142;0
6973;7450;C0684337;0
2562;2903;C0752347;0
1874;23345;C0024507;0
3167;367;C3496337;0
2455;3119;C3837958;1
3361;387;C0002395;0
7274;57192;C0268226;1
8065;284058;C1140680;1
4698;53947;C1843181;0
5365;7248;C0751781;1
621;1312;C0175695;0
7883;91039;C0036341;0
1840;2182;C2239176;1
8142;401474;C0751122;1
5212;56616;C0015625;0
4417;5921;C0175704;1
2125;2643;C0036341;1
3982;4724;C0028754;0
1585;2157;C2239176;0
3368;4524;C0024305;1
8174;999;C3280479;0
5429;7372;C0009402;1
1003;170302;C0015625;0
7709;8626;C0029456;0
6655;26005;C0026363;1
2486;2812;C2751763;0
607;695;C0006142;1
232;311;C0036202;1
2419;3082;C0023467;1
1656;2057;C0006142;1
2249;2775;C2239176;1
5503;7474;C1800706;1
3860;4609;C0036341;0
3193;4233;C0004352;1
779;147372;C1850056;0
4534;5244;C1835614;0
1787;2146;C4551902;1
4336;5788;C2700553;1
7820;8915;C0006142;0
448;115650;C3714580;0
8145;9928;C0019569;0
4127;5444;C1862941;1
3043;3955;C0265343;1
3458;4624;C3495498;1
3710;4893;C0027819;1
1723;2099;C1800706;1
900;1108;C0004352;1
664;779;C2749982;1
3923;5241;C0006142;1
332;387;C0238198;1
8058;267012;C0036341;1
7884;124590;C1848640;1
2853;3340;C4722327;0
8093;9757;C0376358;0
2920;3791;C0042487;1
6333;673;C0238463;0
3455;4624;C0700053;1
4337;51135;C1449563;0
4011;4758;C0011860;0
3392;4538;C0036341;1
7207;79728;C0393538;0
3360;4524;C0005684;1
3098;3586;C0340485;0
3452;4000;C0079770;0
6783;29089;C3463824;1
583;673;C0699791;1
4969;55213;C2239176;0
6934;51738;C0009324;1
213;1050;C0001973;0
6717;27019;C4551720;1
3021;355;C0004352;0
3017;3918;C0268374;1
4464;51741;C0036341;0
4119;5444;C0036341;1
1539;2131;C0087031;0
4925;55036;C0265338;0
1235;1909;C1858679;0
4520;5243;C1848554;0
6914;7374;C3553932;0
4966;55210;C0345904;0
4792;545;C0348626;0
5550;5914;C0023264;0
2002;2321;C0006142;1
3502;4688;C0003873;1
6724;27030;C1333991;1
2491;2815;C1868569;0
1762;2131;C0004352;1
7246;56997;C3551954;1
3102;3586;C0079301;0
3159;4143;C1847720;1
2797;3630;C0152426;1
6510;6948;C0029463;0
3068;3566;C0752124;0
84;10194;C0036341;0
2054;2516;C1140680;1
3047;3972;C1504412;1
2315;2892;C0036341;1
6057;9817;C0007131;1
8150;440193;C0752124;1
549;1280;C0024306;0
5618;8036;C0041409;1
6369;6774;C4551899;0
7941;92335;C3179455;0
1562;1956;C0376358;1
2427;2773;C1140680;0
6170;6591;C0345905;0
4830;5468;C0376358;0
5931;6399;C3554004;0
3768;4990;C1859773;1
695;1387;C0015625;0
1552;1956;C0032580;1
3192;3691;C0376358;0
1441;2072;C0376358;0
1476;2099;C3540844;0
1756;2122;C0006142;1
6590;23512;C0476089;1
4344;51196;C3714506;0
7611;80055;C4014343;1
165;10320;C3837958;0
408;11315;C1450052;0
3308;4352;C3463824;1
562;1282;C1855868;0
2456;2779;C0029459;0
2885;3759;C2750061;1
5676;8243;C4551851;1
6586;7039;C1112155;0
3044;3955;C1837549;1
5211;7097;C0003873;1
7809;91147;C3714506;1
1802;2153;C0038454;1
988;1280;C4520892;1
6317;10683;C1853296;1
287;348;C1704417;1
6392;11151;C2700553;1
6678;26137;C1708349;1
1917;2260;C0149925;1
2937;3815;C1112486;1
5249;57152;C2748542;0
1025;1736;C0029456;0
1918;2260;C0221356;1
731;857;C1720859;1
3809;4534;C0042487;0
1252;1565;C0036341;1
8170;729238;C4721508;1
3924;4683;C1112155;0
7083;55112;C0036069;1
1265;1586;C2239176;1
6048;9759;C4552070;1
7102;55165;C2673885;1
7909;136647;C4083251;1
7623;847;C4748348;0
834;1021;C0003873;1
7719;84300;C4014408;1
4463;51741;C0002875;0
166;210;C0279702;1
7737;84529;C0271934;1
4521;5243;C2931009;0
323;368;C0376359;1
1580;1962;C0376358;1
7770;84992;C1853205;1
6851;51057;C3150127;1
7192;55784;C0036341;1
1394;2057;C0003873;0
5176;5624;C0028754;0
7463;64419;C0410203;1
6360;10846;C0001973;1
4445;5950;C1708349;1
6076;9851;C4310701;1
1109;181;C0025286;0
2384;27241;C0268623;0
7269;57190;C3645536;1
2793;324;C0282160;0
8122;374393;C0279702;1
7453;8289;C1861829;0
1292;1621;C0342687;1
2262;2670;C0476089;0
5643;8120;C4310637;1
1139;1825;C0035334;0
1324;2010;C1720859;0
2659;3481;C0206624;1
4163;4914;C0028326;0
7623;80184;C2936862;1
7512;83605;C4551484;0
5879;8943;C4310746;1
7735;8675;C0003873;0
5097;5582;C0079770;0
7116;55217;C0004352;1
147;10280;C4479599;0
5122;5594;C0398650;0
2580;3356;C0004352;1
168;212;C2677889;1
595;675;C0235974;1
7201;79728;C1833382;0
5450;7403;C0025149;1
1879;23345;C0036341;0
3137;4093;C1969343;1
4809;54583;C0334082;0
5502;5885;C1721007;0
7403;60528;C0376358;1
3177;3675;C0028754;0
3122;3593;C1961102;0
7278;57231;C0752120;1
7789;8842;C1864851;0
