Nr;Entity A;Entity B;Label
2461;1387;C0036920;1
2462;60506;C4041558;1
2463;1387;C0152013;1
2464;3418;C0029459;1
2465;80326;C1835493;1
2466;113189;C0162872;0
2467;2321;C3541456;1
2468;1629;C0268568;1
2469;5339;C4225309;1
2470;26154;C1956097;0
2471;55213;C0154832;1
2472;11151;C0041296;1
2473;10019;C3494522;0
2474;55172;C2675867;1
2475;54084;C0268237;0
2476;84892;C4284790;1
2477;6424;C0009402;1
2478;1636;C2239176;1
2479;2146;C0349639;1
2480;148738;C0020074;0
2481;3107;C0751161;0
2482;6571;C0087031;0
2483;23092;C1850600;0
2484;5521;C0752125;1
2485;760;C0276496;0
2486;55572;C0024796;0
2487;84464;C3463824;1
2488;5325;C0752120;0
2489;6584;C4014864;0
2490;1137;C1449842;0
2491;10312;C0028754;0
2492;152137;C0029459;0
2493;51098;C0024507;1
2494;9241;C4551826;1
2495;4297;C0376358;1
2496;6327;C4551804;1
2497;493753;C0268237;1
2498;2332;C1263846;0
2499;7275;C4015424;1
2500;23327;C4551969;1
2501;4864;C3179349;1
2502;4163;C0036341;0
2503;285025;C0342384;1
2504;1892;C1708349;1
2505;5376;C4083008;1
2506;3094;C0036341;1
2507;3161;C0376358;0
2508;10370;C0027708;0
2509;3566;C0279702;1
2510;3845;C0279626;0
2511;4143;C0409818;0
2512;9581;C4479088;1
2513;84823;C0410174;0
2514;3265;C1843181;1
2515;109;C0028754;1
2516;1244;C0036341;0
2517;581;C0677607;0
2518;57502;C3179349;0
2519;2010;C0410190;1
2520;8803;C3541456;0
2521;4893;C1708349;0
2522;3569;C0003873;1
2523;5307;C1336708;1
2524;1027;C1333991;1
2525;3417;C0751396;1
2526;7048;C0004352;0
2527;4318;C0543859;0
2528;7248;C2239176;1
2529;1385;C1834558;0
2530;4744;C0019569;0
2531;5728;C3495587;0
2532;6696;C1837029;0
2533;5149;C0155017;1
2534;1956;C0740277;1
2535;79722;C0004352;0
2536;2335;C4014454;0
2537;3077;C1449563;1
2538;29887;C0023487;0
2539;89891;C0024507;1
2540;3972;C0001973;1
2541;5728;C0030421;1
2542;151;C0013366;0
2543;7915;C0393598;1
2544;65217;C1842035;0
2545;23509;C0036341;0
2546;2175;C3463824;1
2547;57502;C0085413;0
2548;5592;C0036920;1
2549;6310;C0006142;0
2550;781;C0028754;0
2551;5468;C0221406;1
2552;1737;C0034345;1
2553;9896;C0270912;1
2554;23522;C0087031;1
2555;22926;C0155016;1
2556;617;C4554007;0
2557;2203;C2239176;1
2558;79991;C4721508;1
2559;207;C0023487;1
2560;2668;C0019569;1
2561;53834;C0796117;1
2562;4000;C0036341;0
2563;1053;C1527404;0
2564;5605;C0004352;0
2565;6092;C0345905;1
2566;4893;C0041409;1
2567;916;C3810127;1
2568;6091;C0376358;1
2569;9181;C0006142;0
2570;55906;C1844934;1
2571;240;C1845293;0
2572;4729;C1850598;1
2573;773;C0752125;1
2574;8913;C0752125;1
2575;6899;C0432272;0
2576;545;C1140680;1
2577;3293;C0376358;1
2578;28514;C2931011;0
2579;4846;C1140680;0
2580;8216;C0003873;0
2581;83605;C4747394;1
2582;10253;C1862939;0
2583;27241;C0343073;0
2584;2335;C0345967;1
2585;3166;C0003873;0
2586;2879;C0009402;1
2587;3490;C0024796;0
2588;210;C0949658;0
2589;57216;C0699791;0
2590;59341;C0087031;0
2591;2182;C0376358;1
2592;1009;C0001973;1
2593;2911;C3150988;0
2594;54768;C0270911;0
2595;8842;C1862941;0
2596;7867;C2675511;0
2597;89891;C1835923;0
2598;2683;C2931009;1
2599;6591;C0008924;0
2600;7991;C1970197;1
2601;7040;C0268151;0
2602;6647;C0162674;1
2603;54538;C0684337;0
2604;525;C1704380;1
2605;440435;C3495587;1
2606;6714;C0543533;0
2607;5139;C1621958;0
2608;5915;C0006142;1
2609;8813;C4317224;1
2610;1950;C1168401;0
2611;5979;C0007131;1
2612;10413;C1140680;1
2613;6908;C0004352;0
2614;1861;C1136043;0
2615;3242;C3179349;0
2616;554;C0155016;0
2617;2811;C1857941;1
2618;3897;C0279702;1
2619;4853;C0004114;1
2620;7124;C0004352;0
2621;4524;C0042487;1
2622;410;C0003873;0
2623;2668;C1969343;0
2624;2688;C0002875;0
2625;3481;C3179349;0
2626;8915;C0345967;1
2627;4780;C0008312;1
2628;83696;C0036341;0
2629;958;C1720958;1
2630;6608;C3179349;1
2631;7124;C0002895;1
2632;23363;C0751157;0
2633;5498;C0009402;1
2634;9409;C4721541;1
2635;4795;C0004352;0
2636;10125;C1112155;0
2637;6569;C3150652;1
2638;1184;C3540852;1
2639;590;C0543541;0
2640;3753;C1631597;1
2641;1906;C0342573;0
2642;440193;C0752123;1
2643;7040;C0008312;1
2644;1583;C3489793;1
2645;488;C0011860;1
2646;10144;C4721952;1
2647;3105;C0026764;1
2648;673;C3501843;1
2649;81704;C1504412;0
2650;57492;C1140680;0
2651;2182;C1850600;0
2652;137682;C4551981;0
2653;6925;C3645536;0
2654;2811;C0036341;0
2655;5053;C0036341;1
2656;7372;C0037889;1
2657;383;C0752122;0
2658;3026;C0751337;0
2659;1106;C0751781;1
2660;1910;C1848604;0
2661;1759;C0036341;1
2662;1509;C0376358;1
2663;10653;C0406811;0
2664;3791;C0036391;1
2665;4842;C4551824;0
2666;5771;C0041409;0
2667;3162;C1708349;1
2668;2200;C1868120;0
2669;63976;C1842937;0
2670;4609;C0007131;1
2671;3752;C0221356;0
2672;5311;C0011195;0
2673;1776;C1858558;0
2674;7291;C0001193;1
2675;8379;C0376358;1
2676;55159;C0003873;0
2677;785;C2750887;1
2678;2202;C0029459;0
2679;9759;C1961102;0
2680;2876;C0752120;0
2681;7545;C0010278;1
2682;2064;C3489725;0
2683;6323;C0004352;0
2684;2274;C1843181;0
2685;51129;C0028754;1
2686;6938;C0917796;0
2687;6774;C1096902;0
2688;7515;C0279626;1
2689;10734;C0023467;0
2690;5071;C0684249;1
2691;4723;C1850600;1
2692;34;C0342793;0
2693;8803;C0001973;0
2694;1312;C1850598;0
2695;3236;C0270911;1
2696;675;C3714506;0
2697;4669;C0376358;1
2698;894;C0376358;1
2699;85365;C1839071;0
2700;3767;C0011860;1
2701;1956;C0037221;0
2702;23746;C2751763;1
2703;203228;C0338451;1
2704;1200;C2675861;0
2705;778;C2239176;0
2706;83987;C0268560;0
2707;4149;C0751781;0
2708;3981;C0087031;0
2709;2784;C3495587;1
2710;51119;C1864849;0
2711;6556;C3837958;1
2712;6324;C1449843;0
2713;3690;C0175704;0
2714;345193;C0271979;0
2715;4233;C0007131;1
2716;3075;C1720859;0
2717;9326;C2239176;0
2718;7253;C1563716;1
2719;55135;C0265965;1
2720;1281;C0001973;0
2721;23094;C0268237;0
2722;54820;C1260899;0
2723;440435;C4041558;1
2724;673;C2931838;0
2725;65125;C0009402;0
2726;3815;C0007131;1
2727;1399;C0004352;0
2728;26154;C3501848;0
2729;1586;C0006142;1
2730;4487;C1956097;1
2731;1145;C4084823;1
2732;3123;C0010346;1
2733;4437;C0276496;0
2734;53834;C1704423;0
2735;26610;C0344543;1
2736;1588;C0029459;1
2737;4835;C0006142;1
2738;10413;C0345967;0
2739;582;C0036069;0
2740;2303;C0432272;0
2741;4846;C0852036;1
2742;5663;C0024141;0
2743;242;C0279702;1
2744;54790;C0009402;1
2745;4137;C0002395;1
2746;3752;C2748542;1
2747;3853;C0271934;0
2748;7991;C0036341;0
2749;10667;C0345904;0
2750;2895;C4721509;0
2751;7450;C1282971;1
2752;60529;C4551902;1
2753;22906;C0036341;1
2754;7421;C3553656;0
2755;23451;C3463824;1
2756;1495;C0001973;0
2757;4322;C0265301;0
2758;9581;C1621958;0
2759;3418;C4721541;0
2760;1302;C0276496;0
2761;3952;C2239176;0
2762;6775;C3553846;0
2763;7018;C0345904;0
2764;1312;C3888239;1
2765;4204;C0004352;1
2766;335;C0345967;1
2767;8516;C0751781;0
2768;4968;C0011860;1
2769;2200;C1333990;0
2770;4683;C0376358;1
2771;546;C0010417;1
2772;5077;C0220633;0
2773;3117;C0024141;1
2774;26227;C0376358;1
2775;2645;C0011860;1
2776;579;C0152423;1
2777;2200;C0036341;0
2778;2203;C1708349;1
2779;8289;C0025149;0
2780;11235;C2931263;1
2781;10125;C0003873;1
2782;91039;C4721508;1
2783;5192;C0043459;1
2784;526;C0002875;0
2785;3070;C3536797;0
2786;4282;C0007131;0
2787;23400;C0029458;0
2788;6137;C1708349;1
2789;3329;C0008924;0
2790;3845;C0235974;1
2791;1950;C0011860;0
2792;4942;C0279702;0
2793;1956;C0023467;0
2794;5313;C4551637;1
2795;8928;C0238198;0
2796;4093;C3203102;1
2797;1778;C0152109;1
2798;1741;C0268228;0
2799;4846;C0008924;1
2800;65217;C1568248;1
2801;5269;C3150704;1
2802;166379;C0028754;1
2803;4803;C0043459;0
2804;1499;C0752121;0
2805;3033;C0345967;0
2806;7153;C2239176;1
2807;5654;C0036069;0
2808;90678;C1140680;0
2809;113235;C0001973;1
2810;1785;C0546264;1
2811;5582;C1848639;0
2812;5176;C0028754;0
2813;111;C0751291;0
2814;6597;C0001206;0
2815;6925;C0345904;1
2816;348;C0036920;0
2817;22866;C0410207;0
2818;50943;C0006142;1
2819;8626;C0152013;1
2820;79583;C0009405;0
2821;1294;C4048328;0
2822;2052;C0023467;1
2823;5885;C4551851;1
2824;26047;C3489627;1
2825;4437;C0009405;1
2826;2243;C0029459;1
2827;6775;C0003873;1
2828;3048;C4722327;0
2829;4313;C0024796;1
2830;1349;C0023467;0
2831;2796;C0001973;0
2832;50511;C0232981;1
2833;3778;C2752089;0
2834;80025;C1846582;1
2835;6597;C0007131;1
2836;3952;C0410174;0
2837;4846;C0018036;1
2838;4233;C0345967;1
2839;3757;C0036341;1
2840;152137;C0023467;0
2841;7372;C0006142;1
2842;355;C1846545;1
2843;132;C0036341;1
2844;5189;C1845987;0
2845;54894;C0376358;1
2846;4552;C1961102;1
2847;3340;C3179349;1
2848;7078;C1708349;1
2849;3952;C0036341;1
2850;22866;C4551902;0
2851;27086;C3179349;0
2852;2296;C3714873;1
2853;4091;C0030044;1
2854;1559;C0152423;0
2855;4854;C3279839;0
2856;2820;C0029456;1
2857;3753;C4551509;1
2858;4810;C4049004;1
2859;51098;C1862939;0
2860;440435;C1864851;0
2861;5350;C4479534;0
2862;26005;C0036069;1
2863;731;C3151081;1
2864;6310;C3809374;0
2865;8929;C0025149;0
2866;1019;C1140680;0
2867;23780;C0036341;1
2868;10319;C4693405;0
2869;9210;C1845295;1
2870;966;C0024790;1
2871;51;C1859727;0
2872;3690;C0036920;0
2873;24137;C0025149;0
2874;1282;C0020480;0
2875;3593;C4707243;0
2876;84464;C0265219;1
2877;145226;C1850598;0
2878;6647;C0038454;1
2879;10585;C0410174;1
2880;6336;C2936862;0
2881;2555;C0001973;1
2882;3458;C0235833;0
2883;57539;C0221356;1
2884;5830;C3887645;0
2885;341640;C0152423;1
2886;2033;C2749562;0
2887;2799;C1510586;0
2888;2099;C3501844;0
2889;2690;C0265534;0
2890;5521;C0752124;1
2891;9711;C0024305;0
2892;1813;C0036341;1
2893;1462;C4707243;1
2894;8220;C0795907;1
2895;3569;C1842036;0
2896;617;C3501843;0
2897;79147;C1836373;1
2898;659;C3203102;1
2899;10664;C1860789;1
2900;4534;C3494522;0
2901;387;C1708349;1
2902;590;C0276496;1
2903;8289;C1275808;0
2904;51473;C2239176;0
2905;94;C0270911;0
2906;2475;C1846389;1
2907;9227;C0038454;0
2908;6335;C0917800;1
2909;1312;C2239176;1
2910;6440;C4721508;1
2911;83987;C3280146;1
2912;7297;C0005684;0
2913;5521;C0376524;0
2914;1890;C4551479;0
2915;3791;C0038644;0
2916;2056;C4722327;0
2917;51621;C4721508;0
2918;27241;C0028754;1
2919;4893;C0175704;1
2920;4915;C0036341;1
2921;4292;C0028754;0
2922;3674;C0038454;1
2923;4796;C2239176;1
2924;59;C0345904;0
2925;50617;C0206698;0
2926;399;C0014522;1
2927;3569;C3179349;0
2928;773;C0752123;1
2929;1356;C0752120;0
2930;27125;C0028754;1
2931;1374;C0011860;1
2932;2956;C0025149;0
2933;274;C3553264;0
2934;3159;C0524620;1
2935;6556;C0279626;0
2936;1535;C0011860;1
2937;5054;C0376358;1
2938;3717;C0009324;1
2939;123016;C1859566;1
2940;5230;C0006142;0
2941;4358;C4721952;0
2942;23451;C0023467;1
2943;2100;C1708349;0
2944;6905;C2931884;0
2945;596;C0002736;0
2946;8452;C1333990;0
2947;8660;C0752120;0
2948;8575;C1836023;0
2949;8314;C0476089;0
2950;55036;C1333990;0
2951;23474;C1850598;1
2952;55129;C0752121;1
2953;1387;C0376358;1
2954;4851;C2239176;0
2955;6658;C2678223;1
2956;1508;C0887850;0
2957;4609;C0011860;0
2958;55651;C0376358;0
2959;1080;C0004352;0
2960;100131801;C0023264;1
2961;55165;C0345904;0
2962;2099;C0010346;0
2963;1387;C1837549;0
2964;374654;C3279899;1
2965;6658;C0342376;1
2966;1756;C0036341;0
2967;6605;C0025286;1
2968;1806;C1510586;1
2969;4329;C0028754;1
2970;4594;C0752123;0
2971;5080;C0376358;1
2972;23435;C0338451;1
2973;3636;C0011860;1
2974;4609;C0476089;1
2975;2670;C0543859;1
2976;4625;C1858854;0
2977;3952;C0028754;1
2978;55636;C0009402;0
2979;2068;C0028754;0
2980;50615;C0345967;0
2981;861;C0795907;0
2982;57410;C0235833;0
2983;4694;C0042487;0
2984;3082;C0024796;0
2985;10736;C1860789;0
2986;2626;C0235833;1
2987;2316;C0013366;1
2988;9702;C0276496;0
2989;546;C1621958;1
2990;472;C0005684;1
2991;21;C0006142;0
2992;582;C0376358;0
2993;114548;C0004352;0
2994;7222;C0752125;1
2995;28514;C0268568;0
2996;22926;C0029459;0
2997;6513;C0011860;1
2998;26160;C3179349;1
2999;10049;C0410174;0
3000;30011;C1861848;0
3001;6997;C0345904;0
3002;80270;C0265325;0
3003;5649;C0004943;0
3004;7276;C0032580;1
3005;27329;C1857970;1
3006;6674;C0003873;0
3007;54507;C0009402;0
3008;4693;C0376358;0
3009;1557;C4084823;0
3010;2072;C0009447;0
3011;6495;C1850600;0
3012;493856;C3151081;0
3013;79648;C0346153;1
3014;6529;C0007131;0
3015;5921;C0235752;1
3016;2670;C0752121;0
3017;148738;C3469186;1
3018;9895;C3837958;0
3019;10804;C2673759;1
3020;729238;C3714580;0
3021;7157;C0006142;0
3022;4860;C0029456;1
3023;3643;C0011860;0
3024;2642;C0011860;1
3025;5332;C0220633;1
3026;6556;C1263846;0
3027;3077;C1850597;0
3028;51360;C3888212;0
3029;2741;C1835614;1
3030;3651;C0011860;1
3031;55120;C0023467;1
3032;5167;C0012236;0
3033;4624;C0432272;0
3034;5071;C1621958;1
3035;51204;C1850598;1
3036;7222;C1857798;0
3037;1499;C3541456;0
3038;5589;C0031511;0
3039;1027;C1510586;0
3040;5443;C0221406;1
3041;5236;C4551955;0
3042;3458;C0001973;0
3043;7994;C0018203;0
3044;51816;C2676137;1
3045;51196;C0279626;1
3046;4137;C0276496;1
3047;58508;C0752125;0
3048;4001;C0205711;1
3049;2784;C4552003;0
3050;78987;C0006142;0
3051;55904;C0011860;0
3052;1371;C1328840;0
3053;2184;C0006142;0
3054;5914;C0009363;1
3055;7043;C3550693;0
3056;5551;C0002874;1
3057;2099;C0036341;1
3058;3265;C1961102;0
3059;8314;C0152013;1
3060;650;C0376358;0
3061;4803;C3489396;0
3062;6647;C4551480;0
3063;5970;C0279702;1
3064;1285;C2751322;0
3065;7337;C0004352;1
3066;5468;C0085413;1
3067;3094;C0751781;0
3068;4000;C0279626;0
3069;5054;C0004352;1
3070;3953;C0011860;1
3071;7545;C0752121;0
3072;7291;C1867146;1
3073;8313;C0345904;0
3074;595;C1260899;0
3075;10525;C1846707;1
3076;2571;C0020514;1
3077;79053;C4693472;1
3078;54870;C4693824;1
3079;7345;C0023467;0
3080;60481;C0752125;1
3081;7097;C0270911;0
3082;2050;C0376358;0
3083;203228;C0087031;1
3084;7168;C0279626;1
3085;604;C0079770;1
3086;2898;C0345967;0
3087;5971;C4539811;1
3088;7439;C0035334;1
3089;64324;C1868675;0
3090;2260;C0005684;0
3091;547;C0041409;0
3092;25;C1961102;1
3093;7297;C0008312;1
3094;8289;C3281201;1
3095;2812;C4707243;0
3096;6855;C2239176;0
3097;9711;C0752124;1
3098;5332;C0220756;0
3099;1545;C0376358;1
3100;2475;C1846896;0
3101;10555;C1720863;1
3102;5245;C1708349;1
3103;7056;C1268935;1
3104;5053;C0431399;0
3105;659;C3714844;1
3106;8924;C0276496;0
3107;6926;C2931673;0
3108;387;C0005684;1
3109;1123;C2675508;0
3110;4340;C0006142;0
3111;1956;C0026764;0
3112;5265;C0029459;0
3113;3123;C0024305;1
3114;7157;C0346402;1
3115;5290;C1862939;0
3116;613;C0035334;0
3117;5189;C0162309;1
3118;5290;C0001973;0
3119;51715;C2675520;0
3120;4722;C0006142;1
3121;4695;C0149925;0
3122;4792;C2239176;1
3123;7297;C0036341;0
3124;5663;C1840560;1
3125;4054;C0376358;0
3126;5167;C0752125;0
3127;894;C3887487;1
3128;8313;C1449563;1
3129;811;C0376358;1
3130;7222;C0752123;1
3131;93986;C0036341;1
3132;1778;C3501844;1
3133;129880;C0006142;0
3134;55252;C0023467;1
3135;3557;C0265965;0
3136;8092;C0036341;0
3137;2554;C0006142;0
3138;593;C0398788;0
3139;356;C2700553;0
3140;23479;C0018054;0
3141;5828;C0376358;0
3142;3730;C1563720;1
3143;1938;C0006142;1
3144;29089;C0023467;1
3145;847;C0001973;1
3146;4846;C0006142;1
3147;7048;C4551955;1
3148;79718;C0796126;0
3149;7124;C1858679;0
3150;23451;C3495427;0
3151;6660;C4225202;1
3152;6655;C0009324;0
3153;673;C0024305;1
3154;727897;C4551484;0
3155;3295;C0155016;0
3156;4595;C2713442;1
3157;4915;C1510586;0
3158;7403;C3714506;0
3159;23152;C0752125;1
3160;7051;C2751811;0
3161;5860;C1260899;0
3162;1021;C1333991;0
3163;6137;C1260899;1
3164;26160;C1866282;0
3165;2820;C0029459;1
3166;242;C0376358;1
3167;4864;C0032580;0
3168;3418;C0023487;1
3169;58495;C0206711;1
3170;6229;C1862941;0
3171;1107;C0036920;1
3172;5468;C3150618;0
3173;1026;C0029459;0
3174;4534;C1860789;0
3175;3845;C0079770;0
3176;7512;C4551720;0
3177;79731;C0023264;1
3178;9508;C3277849;0
3179;672;C3463824;1
3180;412;C0003873;1
3181;80173;C0002395;0
3182;242;C0266470;0
3183;55750;C0158683;0
3184;657;C0276496;0
3185;4722;C2751083;0
3186;7015;C0238463;0
3187;23426;C4540040;1
3188;287;C1850362;0
3189;1244;C0003873;1
3190;6262;C1862941;0
3191;5604;C1527404;1
3192;1493;C0587248;0
3193;274;C4551952;1
3194;3569;C0376358;1
3195;4093;C0042487;0
3196;7837;C1855794;0
3197;580;C1333991;1
3198;6389;C2931891;1
3199;1910;C3661523;1
3200;79876;C0345904;0
3201;5580;C0270952;0
3202;1890;C0005684;1
3203;54809;C3463824;1
3204;4311;C0009081;0
3205;79574;C2239176;1
3206;10486;C2239176;1
3207;23530;C0004352;0
3208;29072;C0029459;0
3209;7414;C0752121;0
3210;79783;C1866504;0
3211;7403;C0024117;0
3212;4233;C1621958;1
3213;5604;C1843181;1
3214;5176;C3279564;1
3215;593;C3808988;0
3216;7056;C1708349;1
3217;51603;C1854274;1
3218;2571;C0036341;1
3219;4010;C0009081;1
3220;5290;C0752123;0
3221;1621;C0031511;1
3222;2747;C3160718;1
3223;7018;C0002395;1
3224;6529;C0001973;1
3225;9759;C0007131;0
3226;5649;C0036341;1
3227;4361;C0346153;1
3228;11005;C3541456;0
3229;4297;C0005684;1
3230;84695;C0006142;0
3231;7849;C0009402;1
3232;2033;C0086650;0
3233;113189;C0011860;0
3234;3868;C1721007;1
3235;760;C3149009;0
3236;79068;C0342573;0
3237;5551;C2239176;0
3238;64241;C3489724;0
3239;253017;C2931822;0
3240;51324;C0020072;0
3241;8216;C4048809;1
3242;64919;C0206368;0
3243;1786;C0345905;0
3244;2253;C1621958;0
3245;2100;C0005684;1
3246;1387;C0038644;0
3247;3553;C1333991;0
3248;1956;C0279626;1
3249;55812;C0006142;0
3250;5307;C0345905;0
3251;7080;C3501844;1
3252;3033;C0028754;1
3253;286262;C2750082;1
3254;3953;C0028754;1
3255;81794;C0010278;0
3256;3791;C0751278;0
3257;2554;C0004352;1
3258;23746;C2751319;0
3259;23431;C0006142;0
3260;2737;C0265220;1
3261;51428;C1853118;1
3262;5781;C0036341;0
3263;847;C0007131;1
3264;4485;C4722327;0
3265;1312;C2748542;0
3266;3663;C0024117;0
3267;596;C4048328;0
3268;5019;C0265965;0
3269;6855;C0003873;0
3270;5582;C0752122;1
3271;150094;C0265219;0
3272;57492;C0027819;1
3273;2668;C0751208;1
3274;729238;C0020514;0
3275;60675;C3278154;0
3276;9187;C1850362;1
3277;841;C1708349;1
3278;6595;C0007131;0
3279;2074;C1527231;0
3280;5327;C0038454;1
3281;5551;C1275081;0
3282;6786;C3645536;1
3283;7139;C0085298;1
3284;3651;C4225209;0
3285;7840;C0149630;0
3286;6314;C1832977;0
3287;7273;C3489725;0
3288;4552;C0009402;1
3289;2212;C0001973;0
3290;326;C0020179;0
3291;84976;C2239176;0
3292;5053;C0268465;1
3293;3053;C1861172;1
3294;6654;C4551602;1
3295;83990;C0024141;0
3296;5274;C3463824;0
3297;1861;C0750384;0
3298;1776;C2239176;1
3299;7170;C1708349;1
3300;2705;C0345904;1
3301;861;C0349639;1
3302;1474;C0006142;1
3303;10008;C0279626;0
3304;55967;C0023264;1
3305;4318;C0001973;1
3306;4729;C1850600;1
3307;3481;C3148763;0
3308;7535;C0345905;0
3309;23385;C0276496;1
3310;2109;C1333991;0
3311;6622;C0038454;0
3312;3236;C0003873;1
3313;721;C0346153;0
3314;4669;C0004352;0
3315;79991;C0003873;0
3316;2898;C2239176;0
3317;152137;C1862941;0
3318;3458;C0549463;1
3319;55120;C3469528;1
3320;53947;C0268164;0
3321;8763;C4283893;1
3322;80776;C3714506;1
3323;55120;C0025237;0
3324;773;C1835614;0
3325;79633;C4012050;1
3326;8929;C0752123;0
3327;673;C0011860;1
3328;54716;C0543541;1
3329;308;C0036341;0
3330;4914;C0036341;1
3331;3990;C0752124;0
3332;4149;C1850600;0
3333;5443;C2931891;0
3334;7170;C3809950;0
3335;5740;C0085580;1
3336;2773;C0152423;1
3337;64377;C0035334;0
3338;6311;C3665349;0
3339;2780;C0155016;1
3340;79731;C0005283;0
3341;1421;C1510586;0
3342;139285;C0152013;0
3343;64324;C2930970;0
3344;9839;C0019569;1
3345;2146;C2239176;1
3346;1001;C0009324;1
3347;3718;C1708349;0
3348;4143;C2239176;1
3349;1476;C1621958;1
3350;3617;C4707243;0
3351;1956;C0028754;0
3352;56262;C3150753;1
3353;6647;C0339534;0
3354;894;C1847720;0
3355;1482;C0018818;1
3356;126;C0001973;1
3357;1892;C0028754;1
3358;5309;C0036341;1
3359;4627;C0398641;1
3360;10008;C2751089;1
3361;2273;C1846010;1
3362;83990;C0015625;1
3363;6532;C0028768;1
3364;2212;C0010674;1
3365;5327;C0345967;0
3366;4853;C1858302;0
3367;4000;C0009402;0
3368;64327;C0029456;0
3369;6427;C0028754;0
3370;6938;C0265534;1
3371;23090;C3553846;1
3372;2706;C2751306;0
3373;8985;C0029459;0
3374;51651;C0376358;1
3375;6891;C0476089;0
3376;8915;C0036341;0
3377;57192;C0020725;1
3378;93;C0175707;1
3379;4842;C0011854;1
3380;8842;C1621958;1
3381;5371;C1869115;0
3382;1120;C3645536;0
3383;1723;C0005283;1
3384;2672;C0036341;0
3385;5604;C1299884;0
3386;65217;C1848639;1
3387;84231;C4015610;0
3388;2110;C0276496;0
3389;5771;C0009324;1
3390;4893;C4011754;1
3391;155;C0027819;0
3392;762;C0345904;0
3393;421;C3888239;1
3394;5468;C0265201;0
3395;3553;C0036341;1
3396;1280;C0003873;1
3397;2065;C0006142;1
3398;1281;C0038325;0
3399;4208;C0271979;0
3400;3856;C1857854;0
3401;5443;C0028754;1
3402;4233;C0036341;1
3403;136647;C1449842;0
3404;3123;C0009324;1
3405;2175;C0265219;1
3406;1141;C2020284;0
3407;4669;C0036341;0
3408;7054;C0034960;0
3409;84876;C2239176;0
3410;8754;C0043459;0
3411;5443;C0004352;1
3412;50964;C0265301;1
3413;4627;C1842035;1
3414;4893;C1504412;0
3415;54756;C0376358;1
3416;4627;C3837958;0
3417;7827;C0037769;0
3418;7020;C0036069;0
3419;5925;C0004114;0
3420;7025;C0006142;1
3421;7066;C0040028;1
3422;4625;C2748542;0
3423;79728;C2239176;0
3424;2178;C3463824;1
3425;139285;C0027708;1
3426;2212;C0009324;1
3427;5728;C0007131;1
3428;3166;C0026010;1
3429;27429;C0235833;0
3430;6514;C0752166;0
3431;10082;C0029456;1
3432;472;C3665349;0
3433;57539;C0001815;0
3434;6314;C0752125;1
3435;4646;C3149009;1
3436;3123;C0023467;0
3437;3190;C1275685;0
3438;54902;C0476089;0
3439;3265;C0004352;1
3440;6812;C0009402;0
3441;2263;C0476089;1
3442;7201;C4551475;0
3443;3569;C0028754;1
3444;7515;C3469542;0
3445;440435;C0020480;0
3446;5420;C0376358;1
3447;6833;C0011854;1
3448;79731;C1832977;0
3449;9227;C2750064;1
3450;3207;C0476089;1
3451;1814;C0020725;0
3452;54902;C0023264;1
3453;4088;C2697932;1
3454;5395;C1140680;1
3455;4693;C0036341;1
3456;6506;C0006142;0
3457;9049;C3489630;1
3458;56916;C2239176;0
3459;493856;C1858028;1
3460;547;C2239176;0
3461;8314;C0005684;1
3462;79001;C0038454;1
3463;1184;C3536983;1
3464;94;C1621958;0
3465;7015;C0001973;0
3466;197322;C0342793;1
3467;25942;C0265220;0
3468;23676;C0023467;0
3469;1969;C0041409;1
3470;6657;C0376358;1
3471;659;C1969343;1
3472;10413;C3805432;1
3473;83990;C0152013;0
3474;4638;C0036341;0
3475;22880;C0007959;1
3476;7097;C0026764;0
3477;8720;C0006142;0
3478;10466;C0276496;0
3479;58484;C0268390;1
3480;2296;C0010964;1
3481;2328;C2713442;1
3482;596;C0011860;1
3483;462;C1148551;0
3484;4803;C0020074;1
3485;2296;C0752120;1
3486;4015;C1858028;0
3487;1565;C2936783;0
3488;3356;C0149931;1
3489;2735;C0345905;0
3490;81031;C4479603;0
3491;7222;C0752120;1
3492;51567;C0752121;1
3493;1909;C3554520;0
3494;93;C0265357;1
3495;84662;C3179349;1
3496;6041;C4722327;1
3497;6678;C0268237;0
3498;3569;C0152426;0
3499;3659;C0684249;1
3500;9895;C1333991;0
3501;59;C2931875;0
3502;727;C4310619;0
3503;4041;C2675522;0
3504;63924;C0279626;0
3505;2784;C4693481;0
3506;2099;C0023473;0
3507;5604;C0041409;1
3508;51053;C0025286;0
3509;10280;C0001973;1
3510;9990;C0036341;0
3511;2672;C0007131;0
3512;5925;C0796250;0
3513;4846;C0029456;0
3514;8492;C1855304;1
3515;50640;C1855033;1
3516;2147;C0038454;1
3517;23451;C0345967;1
3518;27019;C1849792;0
3519;3718;C1862941;1
3520;841;C0011860;1
3521;10661;C0271934;1
3522;8220;C0012236;1
3523;920;C0152423;0
3524;3815;C1708349;0
3525;29980;C0009402;1
3526;182;C0085280;1
3527;3417;C3151304;0
3528;10210;C0029463;1
3529;10369;C0279702;0
3530;5892;C4552072;0
3531;5781;C4085251;0
3532;5889;C1140680;1
3533;387;C0162361;1
3534;811;C0152423;0
3535;1063;C0006142;1
3536;2799;C0270912;0
3537;7466;C0011860;1
3538;7490;C0023467;1
3539;6833;C1839071;0
3540;658;C0345967;0
3541;22926;C0751254;1
3542;2068;C1708349;1
3543;5566;C0206698;1
